"AGE","GEO","UNIT","TIME","SEX","Value","Flag and Footnotes"
"From 85 to 89 years","Pozesko-slavonska zupanija","Number","2011","Males","172",""
"From 85 to 89 years","Pozesko-slavonska zupanija","Number","2011","Females","616",""
"From 85 to 89 years","Brodsko-posavska zupanija","Number","2011","Total","1,556",""
"From 85 to 89 years","Brodsko-posavska zupanija","Number","2011","Males","376",""
"From 85 to 89 years","Brodsko-posavska zupanija","Number","2011","Females","1,180",""
"From 85 to 89 years","Osjecko-baranjska zupanija","Number","2011","Total","2,660",""
"From 85 to 89 years","Osjecko-baranjska zupanija","Number","2011","Males","611",""
"From 85 to 89 years","Osjecko-baranjska zupanija","Number","2011","Females","2,049",""
"From 85 to 89 years","Vukovarsko-srijemska zupanija","Number","2011","Total","1,589",""
"From 85 to 89 years","Vukovarsko-srijemska zupanija","Number","2011","Males","341",""
"From 85 to 89 years","Vukovarsko-srijemska zupanija","Number","2011","Females","1,248",""
"From 85 to 89 years","Karlovacka zupanija","Number","2011","Total","1,774",""
"From 85 to 89 years","Karlovacka zupanija","Number","2011","Males","431",""
"From 85 to 89 years","Karlovacka zupanija","Number","2011","Females","1,343",""
"From 85 to 89 years","Sisacko-moslavacka zupanija","Number","2011","Total","1,798",""
"From 85 to 89 years","Sisacko-moslavacka zupanija","Number","2011","Males","415",""
"From 85 to 89 years","Sisacko-moslavacka zupanija","Number","2011","Females","1,383",""
"85 years or over","Croatia","Number","2011","Total","60,600",""
"85 years or over","Croatia","Number","2011","Males","15,477",""
"85 years or over","Croatia","Number","2011","Females","45,123",""
"85 years or over","Hrvatska","Number","2011","Total","60,600",""
"85 years or over","Hrvatska","Number","2011","Males","15,477",""
"85 years or over","Hrvatska","Number","2011","Females","45,123",""
"85 years or over","Jadranska Hrvatska","Number","2011","Total","22,578",""
"85 years or over","Jadranska Hrvatska","Number","2011","Males","6,170",""
"85 years or over","Jadranska Hrvatska","Number","2011","Females","16,408",""
"85 years or over","Primorsko-goranska zupanija","Number","2011","Total","4,856",""
"85 years or over","Primorsko-goranska zupanija","Number","2011","Males","1,369",""
"85 years or over","Primorsko-goranska zupanija","Number","2011","Females","3,487",""
"85 years or over","Licko-senjska zupanija","Number","2011","Total","890",""
"85 years or over","Licko-senjska zupanija","Number","2011","Males","229",""
"85 years or over","Licko-senjska zupanija","Number","2011","Females","661",""
"85 years or over","Zadarska zupanija","Number","2011","Total","2,698",""
"85 years or over","Zadarska zupanija","Number","2011","Males","779",""
"85 years or over","Zadarska zupanija","Number","2011","Females","1,919",""
"85 years or over","Sibensko-kninska zupanija","Number","2011","Total","2,058",""
"85 years or over","Sibensko-kninska zupanija","Number","2011","Males","532",""
"85 years or over","Sibensko-kninska zupanija","Number","2011","Females","1,526",""
"85 years or over","Splitsko-dalmatinska zupanija","Number","2011","Total","6,674",""
"85 years or over","Splitsko-dalmatinska zupanija","Number","2011","Males","1,805",""
"85 years or over","Splitsko-dalmatinska zupanija","Number","2011","Females","4,869",""
"85 years or over","Istarska zupanija","Number","2011","Total","3,288",""
"85 years or over","Istarska zupanija","Number","2011","Males","896",""
"85 years or over","Istarska zupanija","Number","2011","Females","2,392",""
"85 years or over","Dubrovacko-neretvanska zupanija","Number","2011","Total","2,114",""
"85 years or over","Dubrovacko-neretvanska zupanija","Number","2011","Males","560",""
"85 years or over","Dubrovacko-neretvanska zupanija","Number","2011","Females","1,554",""
"85 years or over","Kontinentalna Hrvatska","Number","2011","Total","38,022",""
"85 years or over","Kontinentalna Hrvatska","Number","2011","Males","9,307",""
"85 years or over","Kontinentalna Hrvatska","Number","2011","Females","28,715",""
"85 years or over","Grad Zagreb","Number","2011","Total","12,073",""
"85 years or over","Grad Zagreb","Number","2011","Males","3,241",""
"85 years or over","Grad Zagreb","Number","2011","Females","8,832",""
"85 years or over","Zagrebacka zupanija","Number","2011","Total","3,757",""
"85 years or over","Zagrebacka zupanija","Number","2011","Males","874",""
"85 years or over","Zagrebacka zupanija","Number","2011","Females","2,883",""
"85 years or over","Krapinsko-zagorska zupanija","Number","2011","Total","1,820",""
"85 years or over","Krapinsko-zagorska zupanija","Number","2011","Males","411",""
"85 years or over","Krapinsko-zagorska zupanija","Number","2011","Females","1,409",""
"85 years or over","Varazdinska zupanija","Number","2011","Total","2,341",""
"85 years or over","Varazdinska zupanija","Number","2011","Males","546",""
"85 years or over","Varazdinska zupanija","Number","2011","Females","1,795",""
"85 years or over","Koprivnicko-krizevacka zupanija","Number","2011","Total","1,532",""
"85 years or over","Koprivnicko-krizevacka zupanija","Number","2011","Males","377",""
"85 years or over","Koprivnicko-krizevacka zupanija","Number","2011","Females","1,155",""
"85 years or over","Medimurska zupanija","Number","2011","Total","1,439",""
"85 years or over","Medimurska zupanija","Number","2011","Males","366",""
"85 years or over","Medimurska zupanija","Number","2011","Females","1,073",""
"85 years or over","Bjelovarsko-bilogorska zupanija","Number","2011","Total","1,602",""
"85 years or over","Bjelovarsko-bilogorska zupanija","Number","2011","Males","386",""
"85 years or over","Bjelovarsko-bilogorska zupanija","Number","2011","Females","1,216",""
"85 years or over","Viroviticko-podravska zupanija","Number","2011","Total","923",""
"85 years or over","Viroviticko-podravska zupanija","Number","2011","Males","228",""
"85 years or over","Viroviticko-podravska zupanija","Number","2011","Females","695",""
"85 years or over","Pozesko-slavonska zupanija","Number","2011","Total","964",""
"85 years or over","Pozesko-slavonska zupanija","Number","2011","Males","216",""
"85 years or over","Pozesko-slavonska zupanija","Number","2011","Females","748",""
"85 years or over","Brodsko-posavska zupanija","Number","2011","Total","1,908",""
"85 years or over","Brodsko-posavska zupanija","Number","2011","Males","465",""
"85 years or over","Brodsko-posavska zupanija","Number","2011","Females","1,443",""
"85 years or over","Osjecko-baranjska zupanija","Number","2011","Total","3,274",""
"85 years or over","Osjecko-baranjska zupanija","Number","2011","Males","746",""
"85 years or over","Osjecko-baranjska zupanija","Number","2011","Females","2,528",""
"85 years or over","Vukovarsko-srijemska zupanija","Number","2011","Total","1,940",""
"85 years or over","Vukovarsko-srijemska zupanija","Number","2011","Males","428",""
"85 years or over","Vukovarsko-srijemska zupanija","Number","2011","Females","1,512",""
"85 years or over","Karlovacka zupanija","Number","2011","Total","2,198",""
"85 years or over","Karlovacka zupanija","Number","2011","Males","526",""
"85 years or over","Karlovacka zupanija","Number","2011","Females","1,672",""
"85 years or over","Sisacko-moslavacka zupanija","Number","2011","Total","2,251",""
"85 years or over","Sisacko-moslavacka zupanija","Number","2011","Males","497",""
"85 years or over","Sisacko-moslavacka zupanija","Number","2011","Females","1,754",""
"86 years","Croatia","Number","2011","Total","10,936",""
"86 years","Croatia","Number","2011","Males","2,857",""
"86 years","Croatia","Number","2011","Females","8,079",""
"86 years","Hrvatska","Number","2011","Total","10,936",""
"86 years","Hrvatska","Number","2011","Males","2,857",""
"86 years","Hrvatska","Number","2011","Females","8,079",""
"86 years","Jadranska Hrvatska","Number","2011","Total","3,879",""
"86 years","Jadranska Hrvatska","Number","2011","Males","1,061",""
"86 years","Jadranska Hrvatska","Number","2011","Females","2,818",""
"86 years","Primorsko-goranska zupanija","Number","2011","Total","859",""
"86 years","Primorsko-goranska zupanija","Number","2011","Males","224",""
"86 years","Primorsko-goranska zupanija","Number","2011","Females","635",""
"86 years","Licko-senjska zupanija","Number","2011","Total","172",""
"86 years","Licko-senjska zupanija","Number","2011","Males","46",""
"86 years","Licko-senjska zupanija","Number","2011","Females","126",""
"86 years","Zadarska zupanija","Number","2011","Total","447",""
"86 years","Zadarska zupanija","Number","2011","Males","124",""
"86 years","Zadarska zupanija","Number","2011","Females","323",""
"86 years","Sibensko-kninska zupanija","Number","2011","Total","309",""
"86 years","Sibensko-kninska zupanija","Number","2011","Males","81",""
"86 years","Sibensko-kninska zupanija","Number","2011","Females","228",""
"86 years","Splitsko-dalmatinska zupanija","Number","2011","Total","1,155",""
"86 years","Splitsko-dalmatinska zupanija","Number","2011","Males","330",""
"86 years","Splitsko-dalmatinska zupanija","Number","2011","Females","825",""
"86 years","Istarska zupanija","Number","2011","Total","584",""
"86 years","Istarska zupanija","Number","2011","Males","159",""
"86 years","Istarska zupanija","Number","2011","Females","425",""
"86 years","Dubrovacko-neretvanska zupanija","Number","2011","Total","353",""
"86 years","Dubrovacko-neretvanska zupanija","Number","2011","Males","97",""
"86 years","Dubrovacko-neretvanska zupanija","Number","2011","Females","256",""
"86 years","Kontinentalna Hrvatska","Number","2011","Total","7,057",""
"86 years","Kontinentalna Hrvatska","Number","2011","Males","1,796",""
"86 years","Kontinentalna Hrvatska","Number","2011","Females","5,261",""
"86 years","Grad Zagreb","Number","2011","Total","2,091",""
"86 years","Grad Zagreb","Number","2011","Males","610",""
"86 years","Grad Zagreb","Number","2011","Females","1,481",""
"86 years","Zagrebacka zupanija","Number","2011","Total","726",""
"86 years","Zagrebacka zupanija","Number","2011","Males","175",""
"86 years","Zagrebacka zupanija","Number","2011","Females","551",""
"86 years","Krapinsko-zagorska zupanija","Number","2011","Total","340",""
"86 years","Krapinsko-zagorska zupanija","Number","2011","Males","86",""
"86 years","Krapinsko-zagorska zupanija","Number","2011","Females","254",""
"86 years","Varazdinska zupanija","Number","2011","Total","454",""
"86 years","Varazdinska zupanija","Number","2011","Males","110",""
"86 years","Varazdinska zupanija","Number","2011","Females","344",""
"86 years","Koprivnicko-krizevacka zupanija","Number","2011","Total","287",""
"86 years","Koprivnicko-krizevacka zupanija","Number","2011","Males","73",""
"86 years","Koprivnicko-krizevacka zupanija","Number","2011","Females","214",""
"86 years","Medimurska zupanija","Number","2011","Total","288",""
"86 years","Medimurska zupanija","Number","2011","Males","77",""
"86 years","Medimurska zupanija","Number","2011","Females","211",""
"86 years","Bjelovarsko-bilogorska zupanija","Number","2011","Total","312",""
"86 years","Bjelovarsko-bilogorska zupanija","Number","2011","Males","82",""
"86 years","Bjelovarsko-bilogorska zupanija","Number","2011","Females","230",""
"86 years","Viroviticko-podravska zupanija","Number","2011","Total","179",""
"86 years","Viroviticko-podravska zupanija","Number","2011","Males","40",""
"86 years","Viroviticko-podravska zupanija","Number","2011","Females","139",""
"86 years","Pozesko-slavonska zupanija","Number","2011","Total","172",""
"86 years","Pozesko-slavonska zupanija","Number","2011","Males","40",""
"86 years","Pozesko-slavonska zupanija","Number","2011","Females","132",""
"86 years","Brodsko-posavska zupanija","Number","2011","Total","378",""
"86 years","Brodsko-posavska zupanija","Number","2011","Males","90",""
"86 years","Brodsko-posavska zupanija","Number","2011","Females","288",""
"86 years","Osjecko-baranjska zupanija","Number","2011","Total","617",""
"86 years","Osjecko-baranjska zupanija","Number","2011","Males","141",""
"86 years","Osjecko-baranjska zupanija","Number","2011","Females","476",""
"86 years","Vukovarsko-srijemska zupanija","Number","2011","Total","340",""
"86 years","Vukovarsko-srijemska zupanija","Number","2011","Males","63",""
"86 years","Vukovarsko-srijemska zupanija","Number","2011","Females","277",""
"86 years","Karlovacka zupanija","Number","2011","Total","432",""
"86 years","Karlovacka zupanija","Number","2011","Males","106",""
"86 years","Karlovacka zupanija","Number","2011","Females","326",""
"86 years","Sisacko-moslavacka zupanija","Number","2011","Total","441",""
"86 years","Sisacko-moslavacka zupanija","Number","2011","Males","103",""
"86 years","Sisacko-moslavacka zupanija","Number","2011","Females","338",""
"87 years","Croatia","Number","2011","Total","9,391",""
"87 years","Croatia","Number","2011","Males","2,385",""
"87 years","Croatia","Number","2011","Females","7,006",""
"87 years","Hrvatska","Number","2011","Total","9,391",""
"87 years","Hrvatska","Number","2011","Males","2,385",""
"87 years","Hrvatska","Number","2011","Females","7,006",""
"87 years","Jadranska Hrvatska","Number","2011","Total","3,306",""
"87 years","Jadranska Hrvatska","Number","2011","Males","916",""
"87 years","Jadranska Hrvatska","Number","2011","Females","2,390",""
"87 years","Primorsko-goranska zupanija","Number","2011","Total","789",""
"87 years","Primorsko-goranska zupanija","Number","2011","Males","231",""
"87 years","Primorsko-goranska zupanija","Number","2011","Females","558",""
"87 years","Licko-senjska zupanija","Number","2011","Total","133",""
"87 years","Licko-senjska zupanija","Number","2011","Males","31",""
"87 years","Licko-senjska zupanija","Number","2011","Females","102",""
"87 years","Zadarska zupanija","Number","2011","Total","374",""
"87 years","Zadarska zupanija","Number","2011","Males","102",""
"87 years","Zadarska zupanija","Number","2011","Females","272",""
"87 years","Sibensko-kninska zupanija","Number","2011","Total","293",""
"87 years","Sibensko-kninska zupanija","Number","2011","Males","82",""
"87 years","Sibensko-kninska zupanija","Number","2011","Females","211",""
